,dataset,features version,pipeline,pca_n_componenets,name,adjusted_r2,r2,mae,mape,time,params
21,mProjectPP,inputs count + split args,single step,8,KNeighborsRegressor(),0.39848796,0.40306776,109.27590032,11.53114172,0.017198800000187475,"{'n_neighbors': 15, 'weights': 'distance'}"
22,mProjectPP,inputs count + split args,single step,8,DecisionTreeRegressor(random_state=5),0.48016154,0.48418431,100.02822789,10.82131614,0.00018140000611310825,"{'criterion': 'mse', 'max_depth': 10}"
23,mProjectPP,inputs count + split args,single step,8,MLPRegressor(random_state=5),0.50140457,0.50528246,106.0321521,11.27488762,0.0017231000019819476,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,mProjectPP,split inputs and args,single step,1,KNeighborsRegressor(),0.27858038,0.2791954,139.53228279,15.82846841,0.0035635999956866726,"{'n_neighbors': 10, 'weights': 'uniform'}"
1,mProjectPP,split inputs and args,single step,1,DecisionTreeRegressor(random_state=5),0.29150065,0.29210466,133.98070157,15.06921274,0.00011480000102892518,"{'criterion': 'mse', 'max_depth': 5}"
2,mProjectPP,split inputs and args,single step,1,MLPRegressor(random_state=5),-0.00005163,0.00080093,173.06170773,20.97057127,0.0013723000010941178,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50)}"
3,mProjectPP,split inputs and args,single step,2,KNeighborsRegressor(),0.65315674,0.65386747,100.88072979,11.69750144,0.0032065999985206872,"{'n_neighbors': 5, 'weights': 'distance'}"
4,mProjectPP,split inputs and args,single step,2,DecisionTreeRegressor(random_state=5),0.43321331,0.43429905,110.81135009,12.14651184,0.0002900000035879202,"{'criterion': 'mae', 'max_depth': 10}"
5,mProjectPP,split inputs and args,single step,2,MLPRegressor(random_state=5),0.30457487,0.30587994,127.12564475,14.348381,0.0014128999973763712,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,mProjectPP,split inputs and args,single step,3,KNeighborsRegressor(),0.56227619,0.56357471,101.20505584,11.23515998,0.004825700001674704,"{'n_neighbors': 10, 'weights': 'distance'}"
7,mProjectPP,split inputs and args,single step,3,DecisionTreeRegressor(random_state=5),0.37193829,0.37372362,114.65480226,12.59095926,0.0001236000025528483,"{'criterion': 'mse', 'max_depth': 5}"
8,mProjectPP,split inputs and args,single step,3,MLPRegressor(random_state=5),0.37873211,0.38050006,119.26240628,13.26609602,0.0014599999994970858,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,mProjectPP,split inputs and args,single step,4,KNeighborsRegressor(),0.67716471,0.67850431,93.043946,10.46082522,0.004999199998565018,"{'n_neighbors': 10, 'weights': 'distance'}"
10,mProjectPP,split inputs and args,single step,4,DecisionTreeRegressor(random_state=5),0.55962092,0.56136134,102.62405299,11.59747525,0.0001736999984132126,"{'criterion': 'mse', 'max_depth': 10}"
11,mProjectPP,split inputs and args,single step,4,MLPRegressor(random_state=5),0.43298521,0.43515747,118.21448831,13.20301815,0.001463600005081389,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,mProjectPP,split inputs and args,single step,5,KNeighborsRegressor(),0.71594419,0.71745338,86.05325441,9.51740957,0.005363899996154942,"{'n_neighbors': 5, 'weights': 'distance'}"
13,mProjectPP,split inputs and args,single step,5,DecisionTreeRegressor(random_state=5),0.58067914,0.58276491,96.0645017,10.46418722,0.00029240000003483146,"{'criterion': 'mae', 'max_depth': 10}"
14,mProjectPP,split inputs and args,single step,5,MLPRegressor(random_state=5),0.45577298,0.45839117,113.99522173,12.53351296,0.0015501000016229227,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,mProjectPP,split inputs and args,single step,6,KNeighborsRegressor(),0.66097385,0.66306605,91.35869441,9.97731396,0.0071017000009305775,"{'n_neighbors': 10, 'weights': 'distance'}"
16,mProjectPP,split inputs and args,single step,6,DecisionTreeRegressor(random_state=5),0.5779991,0.58051573,101.06978192,11.25480564,0.00017040000238921493,"{'criterion': 'mse', 'max_depth': 10}"
17,mProjectPP,split inputs and args,single step,6,MLPRegressor(random_state=5),0.49427746,0.49722233,110.48040884,12.16430842,0.0015944000042509288,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,mProjectPP,split inputs and args,single step,7,KNeighborsRegressor(),0.69957199,0.70178256,89.16922853,9.77682192,0.006677299999864772,"{'n_neighbors': 5, 'weights': 'distance'}"
19,mProjectPP,split inputs and args,single step,7,DecisionTreeRegressor(random_state=5),0.47651746,0.48005913,109.00148794,12.18933688,0.00012660000356845558,"{'criterion': 'mse', 'max_depth': 5}"
20,mProjectPP,split inputs and args,single step,7,MLPRegressor(random_state=5),0.49619482,0.49961906,110.21973352,12.22044564,0.001661399997828994,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,mProjectPP,split inputs and args,single step,8,KNeighborsRegressor(),0.39157943,0.39620634,109.79680114,11.74688287,0.008225099998526275,"{'n_neighbors': 5, 'weights': 'distance'}"
22,mProjectPP,split inputs and args,single step,8,DecisionTreeRegressor(random_state=5),0.47560254,0.4796564,107.36036818,11.70446645,0.00012959999730810523,"{'criterion': 'mse', 'max_depth': 5}"
23,mProjectPP,split inputs and args,single step,8,MLPRegressor(random_state=5),0.48528936,0.48927716,110.12568954,11.98126816,0.001781200000550598,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,genotype_gvcfs,prev,single step,1,KNeighborsRegressor(),0.31862672,0.32087548,54806.15158383,63.73660773,0.0012717999998130836,"{'n_neighbors': 20, 'weights': 'distance'}"
1,genotype_gvcfs,prev,single step,1,DecisionTreeRegressor(random_state=5),-0.01761119,-0.01425274,59423.18092105,63.58917317,0.0002927999958046712,"{'criterion': 'mae', 'max_depth': 15}"
2,genotype_gvcfs,prev,single step,1,MLPRegressor(random_state=5),0.02570807,0.02892355,84069.6261695,125.89712154,0.0004704999955720268,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
3,genotype_gvcfs,prev,single step,2,KNeighborsRegressor(),0.72960753,0.7313923,28219.24386254,26.01508932,0.0010678999969968572,"{'n_neighbors': 5, 'weights': 'distance'}"
4,genotype_gvcfs,prev,single step,2,DecisionTreeRegressor(random_state=5),0.65181705,0.65411529,33394.28227156,33.94820783,0.00013449999823933467,"{'criterion': 'mse', 'max_depth': 15}"
5,genotype_gvcfs,prev,single step,2,MLPRegressor(random_state=5),0.0435213,0.04983469,83020.31827417,123.56190147,0.00048009999591158703,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,genotype_gvcfs,prev,single step,3,KNeighborsRegressor(),0.83846902,0.84006833,21596.17826155,18.38563272,0.001305799996771384,"{'n_neighbors': 5, 'weights': 'distance'}"
7,genotype_gvcfs,prev,single step,3,DecisionTreeRegressor(random_state=5),0.69021072,0.69327794,29384.26480263,28.98603433,0.00014449999434873462,"{'criterion': 'mse', 'max_depth': 25}"
8,genotype_gvcfs,prev,single step,3,MLPRegressor(random_state=5),0.06731944,0.0765539,80509.85375921,115.34650366,0.0004728999992948957,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,genotype_gvcfs,prev,single step,4,KNeighborsRegressor(),0.94402916,0.94476805,15820.94747139,13.20568748,0.002699799995752983,"{'n_neighbors': 25, 'weights': 'distance'}"
10,genotype_gvcfs,prev,single step,4,DecisionTreeRegressor(random_state=5),0.93909105,0.93989513,17936.23005238,18.94529692,0.00010570000449661165,"{'criterion': 'mse', 'max_depth': 5}"
11,genotype_gvcfs,prev,single step,4,MLPRegressor(random_state=5),0.9199099,0.9209672,20023.44488034,21.80650955,0.0007753000027150847,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,genotype_gvcfs,prev,single step,5,KNeighborsRegressor(),0.94623504,0.94712225,15656.78720328,13.20103261,0.0035568000021157786,"{'n_neighbors': 15, 'weights': 'distance'}"
13,genotype_gvcfs,prev,single step,5,DecisionTreeRegressor(random_state=5),0.94032324,0.94130801,17444.14577189,18.49206877,0.0001066999975591898,"{'criterion': 'mse', 'max_depth': 5}"
14,genotype_gvcfs,prev,single step,5,MLPRegressor(random_state=5),0.92359095,0.92485183,19189.1068251,20.31279332,0.0005101999995531514,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,genotype_gvcfs,prev,single step,6,KNeighborsRegressor(),0.94731059,0.94835394,15633.34413742,13.34567539,0.0026503999979468063,"{'n_neighbors': 15, 'weights': 'distance'}"
16,genotype_gvcfs,prev,single step,6,DecisionTreeRegressor(random_state=5),0.93314846,0.93447225,18214.68161455,18.76449423,0.00010040000051958486,"{'criterion': 'mse', 'max_depth': 5}"
17,genotype_gvcfs,prev,single step,6,MLPRegressor(random_state=5),0.93202321,0.93336929,17866.69378637,18.23010417,0.0007839000027161092,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,genotype_gvcfs,prev,single step,7,KNeighborsRegressor(),0.94664866,0.9478812,15840.62674029,13.47939681,0.002682700003788341,"{'n_neighbors': 10, 'weights': 'distance'}"
19,genotype_gvcfs,prev,single step,7,DecisionTreeRegressor(random_state=5),0.93290275,0.93445285,18218.51987507,18.75215324,9.860000136541203e-05,"{'criterion': 'mse', 'max_depth': 5}"
20,genotype_gvcfs,prev,single step,7,MLPRegressor(random_state=5),0.93292015,0.93446985,17959.56963004,19.25086978,0.0007396000000881031,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,genotype_gvcfs,prev,single step,8,KNeighborsRegressor(),0.94368626,0.94517309,16301.95532006,13.93634987,0.0021803000054205768,"{'n_neighbors': 5, 'weights': 'distance'}"
22,genotype_gvcfs,prev,single step,8,DecisionTreeRegressor(random_state=5),0.9328869,0.93465886,18356.84999492,18.79147263,9.449999924981967e-05,"{'criterion': 'mse', 'max_depth': 5}"
23,genotype_gvcfs,prev,single step,8,MLPRegressor(random_state=5),0.92230955,0.92436078,19339.22990408,20.81407347,0.0005629000006592833,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,genotype_gvcfs,inputs count,single step,1,KNeighborsRegressor(),0.44717596,0.44900047,50929.09721036,57.94166623,0.0012643000009120442,"{'n_neighbors': 15, 'weights': 'distance'}"
1,genotype_gvcfs,inputs count,single step,1,DecisionTreeRegressor(random_state=5),0.36102978,0.3631386,55189.38206461,67.32037128,0.00013590000162366778,"{'criterion': 'mse', 'max_depth': 10}"
2,genotype_gvcfs,inputs count,single step,1,MLPRegressor(random_state=5),0.03744325,0.04062001,83575.63628662,125.3892274,0.0005068000027677044,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
3,genotype_gvcfs,inputs count,single step,2,KNeighborsRegressor(),0.76696585,0.76850403,25815.25742413,21.57068143,0.001168299997516442,"{'n_neighbors': 5, 'weights': 'distance'}"
4,genotype_gvcfs,inputs count,single step,2,DecisionTreeRegressor(random_state=5),0.65713985,0.65940295,31908.38430713,32.57661086,0.00013220000255387276,"{'criterion': 'mse', 'max_depth': 15}"
5,genotype_gvcfs,inputs count,single step,2,MLPRegressor(random_state=5),0.06622262,0.07238617,82225.5282946,123.04390822,0.00048009999591158703,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,genotype_gvcfs,inputs count,single step,3,KNeighborsRegressor(),0.93140557,0.93208473,17542.10015725,15.30947211,0.0013440000038826838,"{'n_neighbors': 5, 'weights': 'distance'}"
7,genotype_gvcfs,inputs count,single step,3,DecisionTreeRegressor(random_state=5),0.89490269,0.89594325,21701.67203427,21.65052806,0.00015040000289445743,"{'criterion': 'mse', 'max_depth': 10}"
8,genotype_gvcfs,inputs count,single step,3,MLPRegressor(random_state=5),0.2100216,0.21784317,72991.01264619,102.10671188,0.00047959999938029796,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,genotype_gvcfs,inputs count,single step,4,KNeighborsRegressor(),0.94892991,0.9496041,15302.38925081,12.72174367,0.002517100001568906,"{'n_neighbors': 20, 'weights': 'distance'}"
10,genotype_gvcfs,inputs count,single step,4,DecisionTreeRegressor(random_state=5),0.91961567,0.92067685,19369.26745123,19.61768148,0.00010440000187372789,"{'criterion': 'mse', 'max_depth': 5}"
11,genotype_gvcfs,inputs count,single step,4,MLPRegressor(random_state=5),0.9136683,0.91480799,20339.05588539,19.73810568,0.000716300004569348,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,genotype_gvcfs,inputs count,single step,5,KNeighborsRegressor(),0.95056575,0.9513815,15153.82275343,12.77240517,0.002161699994758237,"{'n_neighbors': 15, 'weights': 'distance'}"
13,genotype_gvcfs,inputs count,single step,5,DecisionTreeRegressor(random_state=5),0.9159033,0.91729103,20038.47368421,20.35412057,0.00010009999823523685,"{'criterion': 'mae', 'max_depth': 5}"
14,genotype_gvcfs,inputs count,single step,5,MLPRegressor(random_state=5),0.92670654,0.927916,18529.70941985,19.39250446,0.0005141000001458451,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,genotype_gvcfs,inputs count,single step,6,KNeighborsRegressor(),0.95237416,0.95331724,15078.90254097,12.79857651,0.0022328999984893017,"{'n_neighbors': 10, 'weights': 'distance'}"
16,genotype_gvcfs,inputs count,single step,6,DecisionTreeRegressor(random_state=5),0.917676,0.91930618,19669.20723684,20.1822069,0.00010240000119665638,"{'criterion': 'mae', 'max_depth': 5}"
17,genotype_gvcfs,inputs count,single step,6,MLPRegressor(random_state=5),0.9366534,0.93790778,17044.60808572,17.40167861,0.0005311999993864447,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,genotype_gvcfs,inputs count,single step,7,KNeighborsRegressor(),0.9497423,0.95090337,15494.99248866,13.12342612,0.0028321999998297542,"{'n_neighbors': 10, 'weights': 'distance'}"
19,genotype_gvcfs,inputs count,single step,7,DecisionTreeRegressor(random_state=5),0.91555665,0.91750749,19855.27960526,20.23216326,9.929999941959977e-05,"{'criterion': 'mae', 'max_depth': 5}"
20,genotype_gvcfs,inputs count,single step,7,MLPRegressor(random_state=5),0.93346219,0.93499937,17980.03747301,19.54961916,0.0005488999959197827,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,genotype_gvcfs,inputs count,single step,8,KNeighborsRegressor(),0.94662641,0.94803562,16006.83795511,13.60155682,0.002379799996560905,"{'n_neighbors': 5, 'weights': 'distance'}"
22,genotype_gvcfs,inputs count,single step,8,DecisionTreeRegressor(random_state=5),0.90356749,0.90611356,19813.04934211,15.76453977,0.00012430000060703605,"{'criterion': 'mse', 'max_depth': 25}"
23,genotype_gvcfs,inputs count,single step,8,MLPRegressor(random_state=5),0.92611876,0.92806942,18624.90268894,19.57291915,0.0007079999995767139,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,genotype_gvcfs,split inputs,single step,1,KNeighborsRegressor(),0.3795168,0.3815646,51679.3148968,56.63403425,0.0015458000052603893,"{'n_neighbors': 25, 'weights': 'distance'}"
1,genotype_gvcfs,split inputs,single step,1,DecisionTreeRegressor(random_state=5),0.20821123,0.21082439,67540.10918153,89.19436594,0.00011960000119870529,"{'criterion': 'mse', 'max_depth': 5}"
2,genotype_gvcfs,split inputs,single step,1,MLPRegressor(random_state=5),0.1161341,0.11905115,79971.764014,121.07828018,0.0005142999943927862,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
3,genotype_gvcfs,split inputs,single step,2,KNeighborsRegressor(),0.92169792,0.92221477,19318.34839767,17.59814172,0.001142400004027877,"{'n_neighbors': 5, 'weights': 'distance'}"
4,genotype_gvcfs,split inputs,single step,2,DecisionTreeRegressor(random_state=5),0.80350101,0.80479804,26244.22532895,22.87791813,0.0001329000006080605,"{'criterion': 'mae', 'max_depth': 15}"
5,genotype_gvcfs,split inputs,single step,2,MLPRegressor(random_state=5),0.17845112,0.18387388,77750.61659716,119.38450196,0.00048070000048028305,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,genotype_gvcfs,split inputs,single step,3,KNeighborsRegressor(),0.94549866,0.94603828,15359.13890946,12.39232829,0.002103399994666688,"{'n_neighbors': 20, 'weights': 'distance'}"
7,genotype_gvcfs,split inputs,single step,3,DecisionTreeRegressor(random_state=5),0.93891473,0.93951954,17679.35148287,17.60695641,0.00010940000356640667,"{'criterion': 'mse', 'max_depth': 5}"
8,genotype_gvcfs,split inputs,single step,3,MLPRegressor(random_state=5),0.90756318,0.90847839,20765.72971106,18.94431686,0.0004923000014969148,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,genotype_gvcfs,split inputs,single step,4,KNeighborsRegressor(),0.94862608,0.94930429,15301.42459482,12.64436456,0.0024749999938649125,"{'n_neighbors': 20, 'weights': 'distance'}"
10,genotype_gvcfs,split inputs,single step,4,DecisionTreeRegressor(random_state=5),0.91764648,0.91873366,17707.90625,13.82454598,0.00011660000018309802,"{'criterion': 'mae', 'max_depth': 10}"
11,genotype_gvcfs,split inputs,single step,4,MLPRegressor(random_state=5),0.90974565,0.91093712,20564.51407054,19.36987172,0.0005283999998937361,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,genotype_gvcfs,split inputs,single step,5,KNeighborsRegressor(),0.95070578,0.95151921,15122.41677522,12.71273589,0.0038710000007995404,"{'n_neighbors': 15, 'weights': 'distance'}"
13,genotype_gvcfs,split inputs,single step,5,DecisionTreeRegressor(random_state=5),0.9123974,0.91384299,18782.33388158,17.35825775,0.00010009999823523685,"{'criterion': 'mae', 'max_depth': 5}"
14,genotype_gvcfs,split inputs,single step,5,MLPRegressor(random_state=5),0.92684957,0.92805667,18436.58353618,18.84946494,0.0005084000003989786,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,genotype_gvcfs,split inputs,single step,6,KNeighborsRegressor(),0.95238773,0.95333055,15069.68215894,12.77731114,0.0022162000022944994,"{'n_neighbors': 10, 'weights': 'distance'}"
16,genotype_gvcfs,split inputs,single step,6,DecisionTreeRegressor(random_state=5),0.92473843,0.92622875,18270.32730263,17.20755782,0.00010569999722065404,"{'criterion': 'mae', 'max_depth': 5}"
17,genotype_gvcfs,split inputs,single step,6,MLPRegressor(random_state=5),0.93709586,0.93834149,16610.40542839,16.07098002,0.0005395999978645705,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,genotype_gvcfs,split inputs,single step,7,KNeighborsRegressor(),0.94965155,0.95081472,15496.8605298,13.1164462,0.0027636000013444573,"{'n_neighbors': 10, 'weights': 'distance'}"
19,genotype_gvcfs,split inputs,single step,7,DecisionTreeRegressor(random_state=5),0.92616811,0.9278738,17927.11513158,16.80353914,9.780000254977494e-05,"{'criterion': 'mae', 'max_depth': 5}"
20,genotype_gvcfs,split inputs,single step,7,MLPRegressor(random_state=5),0.92923002,0.93086497,18141.24298483,18.90896243,0.0005307000028551556,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,genotype_gvcfs,split inputs,single step,8,KNeighborsRegressor(),0.94661479,0.9480243,16007.07944859,13.60058114,0.0024115000051097013,"{'n_neighbors': 5, 'weights': 'distance'}"
22,genotype_gvcfs,split inputs,single step,8,DecisionTreeRegressor(random_state=5),0.92631071,0.9282563,17876.84703947,16.76217815,0.00011680000170599669,"{'criterion': 'mae', 'max_depth': 5}"
23,genotype_gvcfs,split inputs,single step,8,MLPRegressor(random_state=5),0.92141632,0.92349114,18928.71843923,19.28343008,0.0007836000004317611,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,genotype_gvcfs,inputs count + split args,single step,1,KNeighborsRegressor(),0.25248224,0.25494929,61228.06094923,72.95982581,0.001432500001101289,"{'n_neighbors': 25, 'weights': 'distance'}"
1,genotype_gvcfs,inputs count + split args,single step,1,DecisionTreeRegressor(random_state=5),0.20495571,0.20757962,68179.08049437,89.62551791,0.00010789999942062423,"{'criterion': 'mse', 'max_depth': 5}"
2,genotype_gvcfs,inputs count + split args,single step,1,MLPRegressor(random_state=5),0.02577156,0.02898683,84067.92426248,125.89483031,0.0008821000010357238,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
3,genotype_gvcfs,inputs count + split args,single step,2,KNeighborsRegressor(),0.73469454,0.73644573,27988.37324688,26.12943715,0.0010516000038478523,"{'n_neighbors': 5, 'weights': 'distance'}"
4,genotype_gvcfs,inputs count + split args,single step,2,DecisionTreeRegressor(random_state=5),0.58486146,0.58760165,34246.19931595,34.46684566,0.0001294999965466559,"{'criterion': 'mse', 'max_depth': 15}"
5,genotype_gvcfs,inputs count + split args,single step,2,MLPRegressor(random_state=5),0.04357144,0.0498845,83020.55074301,123.56405223,0.0004774000044562854,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,genotype_gvcfs,inputs count + split args,single step,3,KNeighborsRegressor(),0.83844302,0.84004259,21829.03563088,18.74210564,0.0013180999958422035,"{'n_neighbors': 5, 'weights': 'distance'}"
7,genotype_gvcfs,inputs count + split args,single step,3,DecisionTreeRegressor(random_state=5),0.71358932,0.71642507,30206.95936005,31.17222733,0.00013160000526113436,"{'criterion': 'mse', 'max_depth': 15}"
8,genotype_gvcfs,inputs count + split args,single step,3,MLPRegressor(random_state=5),0.06767637,0.0769073,80501.36170336,115.3227205,0.0004715000031865202,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,genotype_gvcfs,inputs count + split args,single step,4,KNeighborsRegressor(),0.94992493,0.95058598,15078.86812124,13.39986034,0.002271400000608992,"{'n_neighbors': 15, 'weights': 'distance'}"
10,genotype_gvcfs,inputs count + split args,single step,4,DecisionTreeRegressor(random_state=5),0.92215514,0.92318279,20055.41548178,20.70857773,9.850000060396269e-05,"{'criterion': 'mse', 'max_depth': 5}"
11,genotype_gvcfs,inputs count + split args,single step,4,MLPRegressor(random_state=5),0.91587357,0.91698415,21051.30245272,22.94728213,0.0005071999985375442,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,genotype_gvcfs,inputs count + split args,single step,5,KNeighborsRegressor(),0.95497148,0.95571452,14693.72231546,13.16459191,0.003589500003727153,"{'n_neighbors': 10, 'weights': 'distance'}"
13,genotype_gvcfs,inputs count + split args,single step,5,DecisionTreeRegressor(random_state=5),0.91920288,0.92053616,19506.87171053,18.53085197,9.899999713525176e-05,"{'criterion': 'mae', 'max_depth': 5}"
14,genotype_gvcfs,inputs count + split args,single step,5,MLPRegressor(random_state=5),0.91978267,0.92110639,20191.7219067,21.72984914,0.0005148999989614822,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,genotype_gvcfs,inputs count + split args,single step,6,KNeighborsRegressor(),0.95235602,0.95329946,15344.47351621,13.77509171,0.0022621000025537796,"{'n_neighbors': 10, 'weights': 'distance'}"
16,genotype_gvcfs,inputs count + split args,single step,6,DecisionTreeRegressor(random_state=5),0.93251322,0.93384959,19092.62294749,20.26256831,9.860000136541203e-05,"{'criterion': 'mse', 'max_depth': 5}"
17,genotype_gvcfs,inputs count + split args,single step,6,MLPRegressor(random_state=5),0.92909272,0.93049683,18882.83314489,19.64354705,0.000669100001687184,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,genotype_gvcfs,inputs count + split args,single step,7,KNeighborsRegressor(),0.92558652,0.92730565,18631.62273169,18.80477785,0.002744099998380989,"{'n_neighbors': 5, 'weights': 'distance'}"
19,genotype_gvcfs,inputs count + split args,single step,7,DecisionTreeRegressor(random_state=5),0.92175673,0.92356433,19308.69243421,18.47540523,0.00010860000475076959,"{'criterion': 'mae', 'max_depth': 5}"
20,genotype_gvcfs,inputs count + split args,single step,7,MLPRegressor(random_state=5),0.93213649,0.93370429,18537.65529602,19.98229783,0.0005411000020103529,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,genotype_gvcfs,inputs count + split args,single step,8,KNeighborsRegressor(),0.91341962,0.91570557,19868.37226355,20.23407293,0.0036491999999270774,"{'n_neighbors': 5, 'weights': 'distance'}"
22,genotype_gvcfs,inputs count + split args,single step,8,DecisionTreeRegressor(random_state=5),0.91661483,0.91881641,20275.40953947,21.03298855,9.339999814983457e-05,"{'criterion': 'mae', 'max_depth': 5}"
23,genotype_gvcfs,inputs count + split args,single step,8,MLPRegressor(random_state=5),0.92718514,0.92910765,19469.14792008,21.55455644,0.0005469000025186688,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,genotype_gvcfs,split inputs and args,single step,1,KNeighborsRegressor(),0.23308181,0.2356129,63554.69088319,81.54141859,0.0015223000009427778,"{'n_neighbors': 25, 'weights': 'distance'}"
1,genotype_gvcfs,split inputs and args,single step,1,DecisionTreeRegressor(random_state=5),0.08864588,0.09165365,71168.1222298,100.09408136,0.00011079999967478216,"{'criterion': 'mse', 'max_depth': 5}"
2,genotype_gvcfs,split inputs and args,single step,1,MLPRegressor(random_state=5),0.06190344,0.06499947,82499.17213806,124.14672597,0.0005138999986229464,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
3,genotype_gvcfs,split inputs and args,single step,2,KNeighborsRegressor(),0.81879742,0.81999348,24070.47051691,20.9953505,0.001145800000813324,"{'n_neighbors': 5, 'weights': 'distance'}"
4,genotype_gvcfs,split inputs and args,single step,2,DecisionTreeRegressor(random_state=5),0.71716188,0.71902879,31006.09046053,27.87138714,0.00013579999358626083,"{'criterion': 'mae', 'max_depth': 15}"
5,genotype_gvcfs,split inputs and args,single step,2,MLPRegressor(random_state=5),0.10309472,0.10901488,80864.58978066,122.04346959,0.0005736000020988286,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,genotype_gvcfs,split inputs and args,single step,3,KNeighborsRegressor(),0.94944159,0.94994217,14804.75039891,12.4756818,0.0020891000021947548,"{'n_neighbors': 15, 'weights': 'distance'}"
7,genotype_gvcfs,split inputs and args,single step,3,DecisionTreeRegressor(random_state=5),0.93004823,0.93074083,19132.51249102,18.56335839,0.0001249999986612238,"{'criterion': 'mse', 'max_depth': 5}"
8,genotype_gvcfs,split inputs and args,single step,3,MLPRegressor(random_state=5),0.90252537,0.90349047,22402.74873693,23.12938636,0.0005887000006623566,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,genotype_gvcfs,split inputs and args,single step,4,KNeighborsRegressor(),0.95262048,0.95324595,14599.92603772,12.54899336,0.0025085000015678816,"{'n_neighbors': 15, 'weights': 'distance'}"
10,genotype_gvcfs,split inputs and args,single step,4,DecisionTreeRegressor(random_state=5),0.93391197,0.93478442,18110.79446469,17.84474125,0.00012980000610696152,"{'criterion': 'mse', 'max_depth': 5}"
11,genotype_gvcfs,split inputs and args,single step,4,MLPRegressor(random_state=5),0.90980054,0.91099129,20532.26847899,18.71036508,0.0008092999996733852,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,genotype_gvcfs,split inputs and args,single step,5,KNeighborsRegressor(),0.9566971,0.95741166,14328.40892451,12.34289179,0.003229700007068459,"{'n_neighbors': 10, 'weights': 'distance'}"
13,genotype_gvcfs,split inputs and args,single step,5,DecisionTreeRegressor(random_state=5),0.93590468,0.93696236,17660.8973244,17.56370501,0.00011509999603731558,"{'criterion': 'mse', 'max_depth': 5}"
14,genotype_gvcfs,split inputs and args,single step,5,MLPRegressor(random_state=5),0.92422289,0.92547334,18997.27612313,19.10344793,0.0008479000025545247,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,genotype_gvcfs,split inputs and args,single step,6,KNeighborsRegressor(),0.954416,0.95531866,14777.32826217,12.71669891,0.0026261000020895153,"{'n_neighbors': 10, 'weights': 'distance'}"
